country,state,city,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn_label,churn_value,churn_score,cltv,churn_reason,tenure_group
United States,California,Newport Beach,Male,0,0,0,32,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),80.35,2596.15,Yes,1,92,5974,Competitor had better devices,2–3 years
United States,California,Santa Ana,Female,0,0,0,35,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,100.25,3527.6,Yes,1,72,2744,Competitor offered higher download speeds,2–3 years
United States,California,Santa Ana,Male,0,1,0,56,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,0,Credit card (automatic),100.3,5614.45,Yes,1,67,5170,Competitor offered more data,4–5 years
United States,California,Anaheim,Female,0,1,0,12,1,No,No,No,No,No,No,No,No,Month-to-month,0,Mailed check,19.0,233.55,Yes,1,72,3535,Competitor made better offer,0–1 year
United States,California,Anaheim,Female,0,0,0,1,1,No,Fiber optic,Yes,No,No,No,No,No,Month-to-month,0,Mailed check,75.3,75.3,Yes,1,87,3244,Competitor had better devices,0–1 year
United States,California,Anaheim,Female,1,0,0,4,1,Yes,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,1,Electronic check,89.2,346.2,Yes,1,74,5808,Competitor had better devices,0–1 year
United States,California,Brea,Female,1,0,0,1,1,Yes,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,85.7,85.7,Yes,1,66,4880,Competitor offered higher download speeds,0–1 year
United States,California,Norco,Female,0,0,0,12,1,Yes,DSL,Yes,No,Yes,Yes,No,No,Month-to-month,1,Mailed check,61.65,713.75,Yes,1,67,5670,Competitor offered higher download speeds,0–1 year
United States,California,Yorba Linda,Female,1,1,0,65,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,Month-to-month,0,Bank transfer (automatic),105.25,6786.4,Yes,1,91,4196,Competitor offered higher download speeds,5+ years
United States,California,Ventura,Male,0,1,0,9,0,No,DSL,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,29.95,248.95,Yes,1,83,2573,Competitor offered more data,0–1 year
United States,California,Ventura,Female,0,1,0,9,1,No,DSL,Yes,Yes,Yes,Yes,No,No,Month-to-month,0,Mailed check,65.0,663.05,Yes,1,76,3983,Competitor offered more data,0–1 year
United States,California,Port Hueneme,Female,0,0,0,7,1,No,No,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),20.0,137.6,Yes,1,100,4479,Competitor offered more data,0–1 year
United States,California,Summerland,Male,1,1,0,49,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,0,Credit card (automatic),90.05,4547.25,Yes,1,96,5059,Competitor made better offer,4–5 years
United States,California,Santa Barbara,Male,1,1,0,43,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),110.75,4687.9,Yes,1,65,2728,Competitor made better offer,3–4 years
United States,California,Santa Barbara,Female,0,1,0,65,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,105.5,6985.65,Yes,1,89,5720,Competitor had better devices,5+ years
United States,California,Alpaugh,Male,1,1,0,56,1,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),104.55,5794.65,Yes,1,91,6268,Competitor offered higher download speeds,4–5 years
United States,California,Armona,Male,0,1,0,10,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,85.25,855.3,Yes,1,75,3573,Competitor offered more data,0–1 year
United States,California,Avenal,Female,0,1,0,43,1,No,DSL,No,No,No,No,Yes,No,Month-to-month,0,Electronic check,56.15,2499.3,Yes,1,65,2152,Don't know,3–4 years
United States,California,Bodfish,Male,0,0,0,1,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,89.55,89.55,Yes,1,99,4996,Competitor had better devices,0–1 year
United States,California,Camp Nelson,Male,1,1,0,20,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.55,1899.65,Yes,1,84,5604,Competitor had better devices,1–2 years
United States,California,Coalinga,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.7,45.7,Yes,1,95,2295,Competitor offered higher download speeds,0–1 year
United States,California,Delano,Female,1,0,0,2,1,Yes,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,0,Electronic check,89.5,161.5,Yes,1,80,2065,Competitor offered higher download speeds,0–1 year
United States,California,Earlimart,Female,0,0,0,3,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Bank transfer (automatic),69.55,222.3,Yes,1,87,2876,Competitor offered higher download speeds,0–1 year
United States,California,Exeter,Female,0,0,0,1,1,No,Fiber optic,No,No,Yes,No,No,No,Month-to-month,1,Mailed check,74.6,74.6,Yes,1,94,3860,Competitor offered more data,0–1 year
United States,California,Fellows,Female,1,0,0,8,1,No,No,No,No,No,No,No,No,Month-to-month,0,Electronic check,19.65,164.3,Yes,1,83,5432,Competitor offered more data,0–1 year
United States,California,Huron,Male,0,1,0,2,1,No,No,No,No,No,No,No,No,One year,0,Mailed check,19.85,35.9,Yes,1,68,2362,Competitor offered more data,0–1 year
United States,California,Kernville,Female,0,0,0,4,0,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,24.25,96.05,Yes,1,93,2038,Competitor made better offer,0–1 year
United States,California,Lemon Cove,Female,0,0,0,2,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Electronic check,69.65,145.15,Yes,1,80,2323,Competitor made better offer,0–1 year
United States,California,Lindsay,Female,0,0,0,4,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,45.65,191.05,Yes,1,78,2864,Competitor had better devices,0–1 year
United States,California,Maricopa,Female,0,0,0,1,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Mailed check,75.05,75.05,Yes,1,78,4838,Competitor offered higher download speeds,0–1 year
United States,California,Onyx,Male,1,0,0,52,0,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,49.15,2550.9,Yes,1,90,5597,Competitor offered more data,4–5 years
United States,California,Posey,Female,0,0,0,2,0,No,DSL,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,34.7,62.25,Yes,1,65,3146,Competitor made better offer,0–1 year
United States,California,Shafter,Male,0,1,0,1,1,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,0,Electronic check,80.0,80.0,Yes,1,88,2046,Competitor had better devices,0–1 year
United States,California,Tipton,Male,1,0,0,2,1,No,DSL,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,49.25,91.1,Yes,1,89,3475,Competitor had better devices,0–1 year
United States,California,Wofford Heights,Female,0,0,0,3,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Credit card (automatic),75.1,270.7,Yes,1,69,4965,Competitor offered higher download speeds,0–1 year
United States,California,Visalia,Male,0,1,0,3,1,No,DSL,No,No,Yes,No,No,No,Month-to-month,1,Electronic check,50.15,168.15,Yes,1,86,3273,Competitor offered higher download speeds,0–1 year
United States,California,Bakersfield,Female,0,0,0,25,1,No,Fiber optic,Yes,Yes,No,No,No,No,Month-to-month,1,Bank transfer (automatic),79.85,2015.35,Yes,1,85,4535,Competitor offered higher download speeds,2–3 years
United States,California,San Luis Obispo,Male,0,0,0,1,1,No,No,No,No,No,No,No,No,Month-to-month,0,Mailed check,19.55,19.55,Yes,1,66,3556,Competitor offered more data,0–1 year
United States,California,Lompoc,Female,0,1,0,4,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,85.95,381.3,Yes,1,74,5640,Competitor offered more data,0–1 year
United States,California,Lompoc,Male,0,0,0,3,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Electronic check,45.35,141.5,Yes,1,67,2450,Competitor offered more data,0–1 year
United States,California,Los Alamos,Male,1,1,0,33,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,94.5,3105.55,Yes,1,96,4333,Competitor made better offer,2–3 years
United States,California,Oceano,Female,1,0,0,30,1,Yes,Fiber optic,Yes,Yes,Yes,No,No,No,Month-to-month,0,Credit card (automatic),91.7,2758.15,Yes,1,97,2482,Competitor made better offer,2–3 years
United States,California,Pismo Beach,Female,0,0,0,45,1,Yes,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,1,Electronic check,87.25,3941.7,Yes,1,73,5269,Competitor had better devices,3–4 years
United States,California,Mojave,Male,0,0,0,10,1,Yes,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,98.55,1008.55,Yes,1,80,3658,Competitor offered higher download speeds,0–1 year
United States,California,Johannesburg,Male,1,0,0,20,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,98.55,1842.8,Yes,1,92,5444,Competitor offered more data,1–2 years
United States,California,Keene,Female,0,0,0,15,1,No,Fiber optic,No,Yes,No,No,No,Yes,Month-to-month,1,Bank transfer (automatic),85.9,1269.55,Yes,1,96,3579,Don't know,1–2 years
United States,California,Lancaster,Female,0,0,0,22,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,89.25,1907.85,Yes,1,82,3161,Competitor had better devices,1–2 years
United States,California,Lancaster,Male,0,1,0,3,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,70.3,208.85,Yes,1,66,3038,Competitor had better devices,0–1 year
United States,California,Palmdale,Male,0,0,0,15,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,93.35,1444.65,Yes,1,77,5264,Competitor offered higher download speeds,1–2 years
United States,California,Pearblossom,Female,0,0,0,1,1,No,No,No,No,No,No,No,No,Month-to-month,0,Mailed check,19.9,19.9,Yes,1,100,4248,Competitor offered higher download speeds,0–1 year
United States,California,Randsburg,Female,0,1,0,5,1,No,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,1,Mailed check,88.9,454.15,Yes,1,79,4356,Competitor offered higher download speeds,0–1 year
United States,California,Ridgecrest,Male,0,1,0,33,1,No,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,95.8,3036.75,Yes,1,76,4161,Competitor offered more data,2–3 years
United States,California,Trona,Male,0,0,0,2,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,82.0,184.65,Yes,1,97,3051,Competitor offered more data,0–1 year
United States,California,Palmdale,Male,0,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,45.35,89.5,Yes,1,81,3478,Competitor offered more data,0–1 year
United States,California,Bass Lake,Female,0,0,0,1,1,No,DSL,No,No,No,Yes,No,No,Month-to-month,1,Electronic check,52.2,52.2,Yes,1,71,4138,Competitor made better offer,0–1 year
United States,California,Biola,Female,1,0,0,46,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,1,Electronic check,110.0,4874.8,Yes,1,81,2403,Competitor made better offer,3–4 years
United States,California,Five Points,Male,0,0,0,62,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,96.75,6125.4,Yes,1,92,5016,Attitude of service provider,5+ years
United States,California,Friant,Female,0,0,0,10,1,Yes,Fiber optic,No,No,No,Yes,Yes,Yes,Month-to-month,1,Electronic check,98.5,1058.25,Yes,1,74,5184,Attitude of service provider,0–1 year
United States,California,Kerman,Male,0,0,0,6,1,No,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,1,Electronic check,85.35,489.45,Yes,1,75,4694,Attitude of service provider,0–1 year
United States,California,Madera,Male,0,1,0,40,1,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,101.3,4113.1,Yes,1,70,2576,Attitude of support person,3–4 years
United States,California,Madera,Male,0,0,0,1,1,No,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,69.55,69.55,Yes,1,76,3042,Attitude of support person,0–1 year
United States,California,Mendota,Male,0,0,0,58,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,One year,1,Bank transfer (automatic),103.25,6017.65,Yes,1,74,6105,Attitude of support person,4–5 years
United States,California,Miramonte,Male,0,0,0,70,1,Yes,Fiber optic,Yes,No,No,Yes,Yes,Yes,Two year,1,Credit card (automatic),104.0,7250.15,Yes,1,80,4544,Attitude of service provider,5+ years
United States,California,Orosi,Female,0,0,0,2,1,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,1,Mailed check,86.2,178.7,Yes,1,95,2969,Attitude of service provider,0–1 year
United States,California,Fresno,Male,0,1,0,21,1,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,111.2,2317.1,Yes,1,89,4123,Attitude of service provider,1–2 years
United States,California,San Joaquin,Female,0,1,0,16,1,No,Fiber optic,No,Yes,Yes,No,Yes,No,Month-to-month,1,Credit card (automatic),89.45,1430.25,Yes,1,73,3696,Attitude of support person,1–2 years
United States,California,Selma,Male,1,1,0,7,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),95.6,644.35,Yes,1,83,3265,Competitor made better offer,0–1 year
United States,California,South Dos Palos,Male,0,1,0,60,1,No,Fiber optic,No,Yes,Yes,No,Yes,No,One year,0,Electronic check,90.95,5453.4,Yes,1,76,4111,Moved,4–5 years
United States,California,Tollhouse,Female,0,1,0,50,1,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,Yes,One year,0,Electronic check,108.55,5610.7,Yes,1,82,4274,Moved,4–5 years
United States,California,Squaw Valley,Female,1,0,0,4,1,No,Fiber optic,No,No,No,No,Yes,No,Month-to-month,1,Electronic check,78.85,292.8,Yes,1,72,5301,Moved,0–1 year
United States,California,Fresno,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.4,44.4,Yes,1,89,3522,Competitor offered higher download speeds,0–1 year
United States,California,Fresno,Female,1,0,0,55,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,100.0,5509.3,Yes,1,83,5679,Competitor offered higher download speeds,4–5 years
United States,California,Fresno,Female,0,1,0,12,1,No,No,No,No,No,No,No,No,One year,0,Bank transfer (automatic),19.8,229.6,Yes,1,94,2653,Competitor offered higher download speeds,0–1 year
United States,California,Fresno,Male,0,0,0,1,1,No,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Electronic check,89.9,89.9,Yes,1,80,5951,Don't know,0–1 year
United States,California,Big Sur,Female,0,0,0,62,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,One year,1,Electronic check,100.15,6413.65,Yes,1,91,5600,Competitor offered higher download speeds,5+ years
United States,California,Carmel,Male,0,0,0,1,1,No,DSL,No,Yes,No,No,No,No,Month-to-month,0,Electronic check,50.8,50.8,Yes,1,85,3718,Competitor offered higher download speeds,0–1 year
United States,California,Jolon,Male,1,1,0,20,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,73.65,1463.5,Yes,1,95,5849,Competitor offered higher download speeds,1–2 years
United States,California,King City,Female,0,0,0,3,1,No,Fiber optic,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,95.1,307.4,Yes,1,77,5861,Competitor offered higher download speeds,0–1 year
United States,California,Lockwood,Male,0,0,0,22,1,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,1,Credit card (automatic),94.65,2104.55,Yes,1,85,3665,Competitor offered higher download speeds,1–2 years
United States,California,Marina,Male,0,1,0,4,1,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,1,Mailed check,80.6,319.15,Yes,1,86,3080,Competitor offered more data,0–1 year
United States,California,Pebble Beach,Male,0,1,0,59,1,Yes,Fiber optic,No,No,No,No,No,Yes,One year,0,Electronic check,85.55,5084.65,Yes,1,80,6304,Competitor offered more data,4–5 years
United States,California,Belmont,Female,0,0,0,60,0,No,DSL,No,Yes,No,No,Yes,Yes,Month-to-month,1,Electronic check,50.8,3027.4,Yes,1,67,4941,Competitor offered more data,4–5 years
United States,California,Daly City,Female,0,0,0,15,1,No,Fiber optic,Yes,No,Yes,Yes,Yes,Yes,Month-to-month,0,Electronic check,105.1,1582.75,Yes,1,84,2122,Competitor made better offer,1–2 years
United States,California,Loma Mar,Male,0,0,0,10,1,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,1,Electronic check,110.1,1043.3,Yes,1,76,5803,Competitor made better offer,0–1 year
United States,California,Los Altos,Female,0,0,0,6,1,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,0,Electronic check,83.9,497.55,Yes,1,97,3962,Price too high,0–1 year
United States,California,Mountain View,Female,0,1,0,63,1,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No,Month-to-month,1,Electronic check,100.55,6215.35,Yes,1,79,5413,Price too high,5+ years
United States,California,Mountain View,Male,0,1,0,50,1,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes,Month-to-month,1,Bank transfer (automatic),103.85,5017.9,Yes,1,100,5812,Price too high,4–5 years
United States,California,Pescadero,Female,0,0,0,1,0,No,DSL,No,No,No,No,No,No,Month-to-month,0,Electronic check,24.6,24.6,Yes,1,76,5768,Price too high,0–1 year
United States,California,San Bruno,Female,0,0,0,12,1,No,Fiber optic,Yes,No,No,Yes,Yes,Yes,Month-to-month,1,Bank transfer (automatic),98.9,1120.95,Yes,1,71,5559,Price too high,0–1 year
United States,California,South San Francisco,Female,0,0,0,9,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,0,Credit card (automatic),98.3,923.5,Yes,1,81,2954,Price too high,0–1 year
United States,California,Sunnyvale,Male,0,0,0,17,1,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,0,Electronic check,93.85,1625.65,Yes,1,93,4940,Price too high,1–2 years
United States,California,San Francisco,Male,1,0,0,9,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,100.5,918.6,Yes,1,70,4038,Price too high,0–1 year
United States,California,San Francisco,Male,1,0,0,10,1,No,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,72.85,688.65,Yes,1,99,3189,Price too high,0–1 year
United States,California,San Francisco,Male,1,1,0,1,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,1,Electronic check,73.55,73.55,Yes,1,94,4369,Price too high,0–1 year
United States,California,San Francisco,Female,1,0,0,3,1,Yes,Fiber optic,No,Yes,No,No,No,No,Month-to-month,1,Electronic check,79.4,205.05,Yes,1,91,3501,Product dissatisfaction,0–1 year
United States,California,San Francisco,Female,0,0,0,13,1,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,1,Electronic check,81.15,952.3,Yes,1,79,4806,Service dissatisfaction,1–2 years
United States,California,Palo Alto,Female,1,0,0,4,1,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,1,Electronic check,84.6,360.1,Yes,1,83,2467,Lack of self-service on Website,0–1 year
United States,California,San Mateo,Female,0,0,0,6,1,Yes,Fiber optic,Yes,No,No,No,No,No,Month-to-month,1,Electronic check,79.05,434.5,Yes,1,99,3263,Network reliability,0–1 year
United States,California,Antioch,Female,0,0,0,3,1,Yes,Fiber optic,No,No,No,No,No,No,Month-to-month,0,Bank transfer (automatic),74.4,215.8,Yes,1,97,2054,Don't know,0–1 year
United States,California,Birds Landing,Male,1,0,0,35,1,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,1,Electronic check,99.05,3395.8,Yes,1,82,2074,Don't know,2–3 years
United States,California,Byron,Male,1,0,0,2,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Mailed check,44.95,85.15,Yes,1,84,5900,Don't know,0–1 year
United States,California,Concord,Male,0,1,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,0,Credit card (automatic),44.7,44.7,Yes,1,74,3700,Don't know,0–1 year
United States,California,Fremont,Male,0,0,0,1,1,No,DSL,No,No,No,No,No,No,Month-to-month,1,Mailed check,45.7,45.7,Yes,1,72,3571,Poor expertise of phone support,0–1 year
